1, 0.2748
2, 0.2573
3, 0.1087
4, 0.1447
7, 0.4369
9, 0.0893
10, 0.0845
11, 0.0612
14, 0.1447
17, 0.1087
19, 0.0903
21, 0.0874
22, 0.1709
24, 0.0612
25, 0.0845
1 2, 0.1398
1 3, 0.0534
1 4, 0.0689
1 7, 0.0981
1 14, 0.0602
1 25, 0.0612
2 3, 0.0670
2 7, 0.0922
4 7, 0.0583
4 14, 0.0573
7 14, 0.0631
7 22, 0.0757
7 25, 0.0553
1 2 7, 0.0583
